0.101331, 0, 0, 0.000000, 0.000000
0.205209, 0, 0, 0.000000, 0.000000
0.309183, 0, 0, 0.000000, 0.000000
0.413160, 0, 0, 0.000000, 0.000000
0.517137, 0, 0, 0.000000, 0.000000
0.621115, 0, 0, 0.000000, 0.000000
0.725091, 0, 0, 0.000000, 0.000000
0.829069, 0, 0, 0.000000, 0.000000
0.933045, 0, 0, 0.000000, 0.000000
1.037021, 0, 0, 0.000000, 0.000000
1.140998, 0, 0, 0.000000, 0.000000
1.244977, 0, 0, 0.000000, 0.000000
1.348955, 0, 0, 0.000000, 0.000000
1.452938, 0, 0, 0.000000, 0.000000
1.556920, 0, 0, 0.000000, 0.000000
1.660886, 0, 0, 0.000000, 0.000000
1.764885, 0, 0, 0.000000, 0.000000
1.868808, 0, 0, 0.000000, 0.000000
1.972781, 0, 0, 0.000000, 0.000000
2.076758, 0, 0, 0.000000, 0.000000
2.180737, 0, 0, 0.000000, 0.000000
2.284709, 0, 0, 0.000000, 0.000000
2.388687, 0, 0, 0.000000, 0.000000
2.492665, 0, 0, 0.000000, 0.000000
2.596644, 0, 0, 0.000000, 0.000000
2.700622, 0, 0, 0.000000, 0.000000
2.804600, 0, 0, 0.000000, 0.000000
2.908577, 0, 0, 0.000000, 0.000000
3.012556, 0, 0, 0.000000, 0.000000
3.116534, 0, 0, 0.000000, 0.000000
3.220512, 0, 0, 0.000000, 0.000000
3.324492, 0, 0, 0.000000, 0.000000
3.428471, 0, 0, 0.000000, 0.000000
3.532449, 0, 0, 0.000000, 0.000000
3.636428, 0, 0, 0.000000, 0.000000
3.740406, 0, 0, 0.000000, 0.000000
3.844386, 0, 0, 0.000000, 0.000000
3.948362, 0, 0, 0.000000, 0.000000
4.052423, 0, 0, 0.000000, 0.000000
4.156318, 0, 0, 0.000000, 0.000000
4.260298, 0, 0, 0.000000, 0.000000
4.364276, 0, 0, 0.000000, 0.000000
4.468254, 0, 0, 0.000000, 0.000000
4.572232, 0, 0, 0.000000, 0.000000
4.676211, 0, 0, 0.000000, 0.000000
4.780189, 0, 0, 0.000000, 0.000000
4.884167, 0, 0, 0.000000, 0.000000
4.988145, 0, 0, 0.000000, 0.000000
5.092124, 0, 0, 0.000000, 0.000000
5.196101, 0, 0, 0.000000, 0.000000
5.300080, 0, 0, 0.000000, 0.000000
5.404059, 0, 0, 0.000000, 0.000000
5.508037, 0, 0, 0.000000, 0.000000
5.612016, 0, 0, 0.000000, 0.000000
5.715994, 0, 0, 0.000000, 0.000000
5.819977, 0, 0, 0.000000, 0.000000
5.923941, 0, 0, 0.000000, 0.000000
6.027918, 0, 0, 0.000000, 0.000000
6.131896, 0, 0, 0.000000, 0.000000
6.235873, 0, 0, 0.000000, 0.000000
6.339851, 0, 0, 0.000000, 0.000000
6.443830, 0, 0, 0.000000, 0.000000
