Tempo(s), Ciclos_Enc1, Ciclos_Enc 2, Velocidade_Enc 1(rad/s), Velocidade_Enc 2(rad/s)
5.094060, 0, -249, 0.000000, -5.015768
5.198035, 0, -325, 0.000000, -6.546559
5.301987, 0, -324, 0.000000, -6.527860
5.405955, 0, -228, 0.000000, -4.592972
5.509925, 0, -159, 0.000000, -3.202932
5.613894, 0, -102, 0.000000, -2.054731
5.717864, 0, -48, 0.000000, -0.966923
5.821833, 0, -9, 0.000000, -0.181300
5.925802, 0, 0, 0.000000, 0.000000
6.029774, 0, 0, 0.000000, 0.000000
6.133742, 0, 0, 0.000000, 0.000000
6.237719, 0, 0, 0.000000, 0.000000
6.341675, 0, 0, 0.000000, 0.000000
6.445645, 0, 0, 0.000000, 0.000000
6.549615, 0, 0, 0.000000, 0.000000
6.653586, 0, 0, 0.000000, 0.000000
6.757557, 0, 0, 0.000000, 0.000000
6.861529, 0, 0, 0.000000, 0.000000
6.965501, 0, 0, 0.000000, 0.000000
7.069469, 0, 0, 0.000000, 0.000000
7.173449, 0, 0, 0.000000, 0.000000
7.277392, 0, 0, 0.000000, 0.000000
7.381362, 0, 0, 0.000000, 0.000000
7.485333, 0, 0, 0.000000, 0.000000
7.589303, 0, 0, 0.000000, 0.000000
7.693274, 0, 0, 0.000000, 0.000000
7.797245, 0, 0, 0.000000, 0.000000
7.901217, 0, 0, 0.000000, 0.000000
8.005188, 0, 0, 0.000000, 0.000000
8.109157, 0, 0, 0.000000, 0.000000
8.213128, 0, 0, 0.000000, 0.000000
8.317096, 0, 0, 0.000000, 0.000000
8.421065, 0, 0, 0.000000, 0.000000
8.525036, 0, 0, 0.000000, 0.000000
8.629006, 0, 0, 0.000000, 0.000000
8.732976, 0, 0, 0.000000, 0.000000
8.836946, 0, 0, 0.000000, 0.000000
8.940928, 0, 0, 0.000000, 0.000000
9.044886, 0, 0, 0.000000, 0.000000
9.148874, 0, 0, 0.000000, 0.000000
9.252826, 0, 0, 0.000000, 0.000000
9.356795, 0, 0, 0.000000, 0.000000
9.460766, 0, 0, 0.000000, 0.000000
9.564734, 0, 0, 0.000000, 0.000000
9.668706, 0, 0, 0.000000, 0.000000
9.772674, 0, 0, 0.000000, 0.000000
9.876645, 0, 0, 0.000000, 0.000000
9.980614, 0, 0, 0.000000, 0.000000
10.084584, 0, 0, 0.000000, 0.000000
10.188551, 0, 0, 0.000000, 0.000000
10.292517, 0, 0, 0.000000, 0.000000
10.396483, 0, 0, 0.000000, 0.000000
10.500450, 0, 0, 0.000000, 0.000000
10.604416, 0, 0, 0.000000, 0.000000
10.708383, 0, 0, 0.000000, 0.000000
10.812350, 0, 0, 0.000000, 0.000000
10.916316, 0, 0, 0.000000, 0.000000
11.020282, 0, 0, 0.000000, 0.000000
11.124249, 0, 0, 0.000000, 0.000000
11.228218, 0, 0, 0.000000, 0.000000
11.332184, 0, 0, 0.000000, 0.000000
11.436152, 0, 0, 0.000000, 0.000000
11.540118, 0, 0, 0.000000, 0.000000
11.644084, 0, 0, 0.000000, 0.000000
11.747921, 0, 0, 0.000000, 0.000000
11.851885, 0, 0, 0.000000, 0.000000
11.955851, 0, 0, 0.000000, 0.000000
12.059818, 0, 0, 0.000000, 0.000000
12.163785, 0, 0, 0.000000, 0.000000
12.267752, 0, 0, 0.000000, 0.000000
12.371716, 0, 0, 0.000000, 0.000000
12.475683, 0, 0, 0.000000, 0.000000
12.579649, 0, 0, 0.000000, 0.000000
12.683617, 0, 0, 0.000000, 0.000000
12.787582, 0, 0, 0.000000, 0.000000
